Type,Title,Link,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Return,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
tivi,Đăng ký Netflix Premium xem trên tất cả thiết bị,https://www.lazada.vn/products/dang-ky-netflix-premium-xem-tren-tat-ca-thiet-bi-i2142856330.html,61.000 ₫,,20 Đã bán,(1),Đà Nẵng,90.000 ₫,32.700 ₫,,100%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['1']
tivi,LED TIVI DARLING 40 FH 960,https://www.lazada.vn/products/led-tivi-darling-40-fh-960-i1445925076.html,200.000 ₫,,9 Đã bán,(3),Vĩnh Long,,36.500 ₫,,95%,100%,Không đủ thông tin,['1'],['0'],['0'],['0'],['2']
tivi,[TẶNG PIN] Điều khiển tivi LED TCL SMART,https://www.lazada.vn/products/tang-pin-dieu-khien-tivi-led-tcl-smart-i1777262097.html,45.000 ₫,,,(2),Hồ Chí Minh,,16.500 ₫,,96%,97%,52%,['0'],['0'],['0'],['0'],['2']
tivi,Bộ LED TIVI SAMSUNG 40J5000 40J5200 40J5250 40M5000 và các dòng tương tự V5DN-395SMO-R2 - L003,https://www.lazada.vn/products/bo-led-tivi-samsung-40j5000-40j5200-40j5250-40m5000-va-cac-dong-tuong-tu-v5dn-395smo-r2-l003-i2296174438.html,165.000 ₫,,,(3),Hà Tĩnh,,43.900 ₫,,96%,100%,100%,['0'],['0'],['0'],['0'],['3']
tivi,Android Tivi Casper 43 inch 43FG5200,https://www.lazada.vn/products/android-tivi-casper-43-inch-43fg5200-i2508375281.html,5.190.000 ₫,,5 Đã bán,(3),Hà Nội,8.290.000 ₫,,,99%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['3']
tivi,Tivi 32 inch Sen Việt Androi Tv độ phân giải 1366*768 HD,https://www.lazada.vn/products/tivi-32-inch-sen-viet-androi-tv-do-phan-giai-1366768-hd-i2642236013.html,2.490.000 ₫,,,,Thái Bình,,141.300 ₫,,Nhà bán hàng mới,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
tivi,Bo xử lý tivi pana TH P42X20V,https://www.lazada.vn/products/bo-xu-ly-tivi-pana-th-p42x20v-i1973025372.html,400.000 ₫,,,,Quảng Nam,,43.900 ₫,,94%,71%,75%,['0'],['0'],['0'],['0'],['0']
tivi,Smart Tivi Asanzo 32SL500-màn hình tivi 32 inch android internet wifi tìm kiếm bằng giọng nói chuột bay bảo hành hành 2 năm toàn quốc,https://www.lazada.vn/products/smart-tivi-asanzo-32sl500-man-hinh-tivi-32-inch-android-internet-wifi-tim-kiem-bang-giong-noi-chuot-bay-bao-hanh-hanh-2-nam-toan-quoc-i2209668022.html,3.280.000 ₫,,76 Đã bán,(17),Hồ Chí Minh,4.290.000 ₫,59.400 ₫,,98%,100%,100%,['0'],['0'],['0'],['0'],['17']
tivi,Tivi Xiaomi 4K A Pro 55 inch ( Mới 2023) – Ram 2GB I Rom 32GB I 120Hz I MEMC,https://www.lazada.vn/products/tivi-xiaomi-4k-a-pro-55-inch-moi-2023-ram-2gb-i-rom-32gb-i-120hz-i-memc-i2457907975.html,7.641.000 ₫,,,(1),Hồ Chí Minh,10.990.000 ₫,,,97%,Không đủ thông tin,78%,['0'],['0'],['0'],['0'],['1']
tivi,[HCM] Smart Tivi Samsung 4K 85 Inch UA85BU8000,https://www.lazada.vn/products/hcm-smart-tivi-samsung-4k-85-inch-ua85bu8000-i2299745983.html,28.750.000 ₫,,,,Hồ Chí Minh,38.850.000 ₫,,30 Ngày Trả Hàng Miễn Phí,100%,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
tivi,Android Tivi Casper 43 Inch 43FGS610 - GIAO TOÀN QUỐC - FREESHIP HCM,https://www.lazada.vn/products/android-tivi-casper-43-inch-43fgs610-giao-toan-quoc-freeship-hcm-i1883115172.html,4.699.000 ₫,,58 Đã bán,(31),Hồ Chí Minh,9.000.000 ₫,,,98%,100%,99%,['0'],['0'],['0'],['1'],['31']
tivi,"[TẶNG CAP] TCON Tivi SONY 43W800C, 50W800C - dùng ngay không cần cài thêm phần mềm khác",https://www.lazada.vn/products/tang-cap-tcon-tivi-sony-43w800c-50w800c-dung-ngay-khong-can-cai-them-phan-mem-khac-i2304603424.html,320.000 ₫,,48 Đã bán,(21),Tiền Giang,,32.200 ₫,,96%,100%,100%,['0'],['0'],['0'],['0'],['21']
tivi,"TCON THAY THẾ CHO TIVI SONY 43W800C, 50W800C - TẶNG CÁP KÈM THEO MÃ T430HVN01.A T420HVN6.1 (Bộ)",https://www.lazada.vn/products/tcon-thay-the-cho-tivi-sony-43w800c-50w800c-tang-cap-kem-theo-ma-t430hvn01a-t420hvn61-bo-i2395371435.html,310.000 ₫,,12 Đã bán,(4),Hà Nội,,32.700 ₫,,97%,96%,70%,['0'],['0'],['0'],['0'],['4']
